,content,sentiment_score,情感极性,情感极端性,外形设计,流量营销,混动车型,自研技术,市场环境,品牌形象
270,比亚迪车是不错，但是在很多小地方还是差一点，用料配件太差了,0.221000582,0,0,0,0,0,0,1,0
271,比亚迪车是啥都有啥也是中庸,0.899624037,1,0,1,0,0,0,0,0
272,比亚迪车主 真的不错,0.920104997,1,1,0,0,0,1,0,0
273,比亚迪车主，正常是骂比亚迪才对，骂比亚迪是希望比亚迪更好，我天天骂：垃圾比亚迪4S店,0.002943126,0,1,0,0,1,0,0,0
274,比亚迪车主经常被喊泰迪，我开奥迪都受牵连,0.699985187,1,0,0,0,0,0,1,0
275,比亚迪成不了大事的除非以后彻底改名再转型，现在比亚迪的销量好是赶上一帮油车换电车的中年人的市场。大部分年轻人不可能选比亚迪，而且年轻人往往要先买一辆油车再去考虑电车，所以现在年轻人消费电车的没那么多,0.999964583,1,1,0,0,0,1,0,0
276,比亚迪出的事情也没少说啊,0.021483086,0,1,1,0,0,0,0,0
277,比亚迪出点事没事？！你网上去看看，，到处都是黑比亚迪的！铺天盖地的比亚迪自燃…你看不到吗？！,0.629577218,1,0,1,0,0,0,0,0
278,比亚迪出个子品牌搞高端我就会支持国产电车。,0.979096857,1,1,0,0,0,0,0,1
279,比亚迪除了丑，基本上没啥亮点,0.629577218,1,0,1,0,0,0,0,0
280,比亚迪除了三电，别的真没啥优势，内饰一言难尽，我爸都嫌老气，可能海豹好一点了。,0.569691667,1,0,1,0,0,0,0,0
281,比亚迪除了三电，其实一无是处，底盘这么多年还在山寨别人,0.036856017,0,1,0,0,0,0,0,1
282,比亚迪从没考虑过，因为那么多车，没一辆颜值在线的，颜值这方面就把我劝退了。新势力中的零跑哪吒蔚来都比比亚迪的设计好,0.004696653,0,1,0,0,0,1,0,0
283,比亚迪打击理想了吧,0.682310112,1,0,1,0,0,0,0,0
284,比亚迪打死也不买，一家不压榨剥削企业，怎么能得到我的支持，对老百姓对员工太好了，中秋月饼真是好吃，还送可乐。,0.775989351,1,0,0,0,0,0,1,0
285,比亚迪打压过谁？能打压谁？还病态，比亚迪走到现在承担了多少人的白眼，就像你说的，很多人看不起比亚迪，说土，一个土的品牌能打压得了谁？关键是就现在比亚迪的技术，哪个国产品牌能赶上？你说说,0.909697163,1,1,0,0,0,1,0,0
286,比亚迪打压谁了，去年芯片慌去问问新势力多少钱拿的货,0.044799857,0,1,0,0,0,1,0,0
287,比亚迪单车利润3000，有2万用来养狗了。,0.517734974,1,0,1,0,0,0,0,0
288,比亚迪单独拿出来讲确实不错，但是不要对比。,0.797617425,1,0,1,0,0,0,0,0
289,比亚迪但凡花2万5招个靠谱的vi设计重新设计一下车标销量都能提个百分之几时。,0.313385808,0,0,0,0,0,0,1,0
290,比亚迪导弹 了解一下,0.503272058,1,0,1,0,0,0,0,0
291,比亚迪倒闭时间问题，不信走着瞧,0.937966143,1,1,0,0,0,1,0,0
292,比亚迪得罪你了吧！？车厂长北上广汽才是长子啊说人家比亚迪是老大比亚迪不就是押宝电车对了而已。,0.912992946,1,1,0,0,0,1,0,0
293,比亚迪的DMI我是真心不推荐，我建议你们还是买比亚迪的燃油车，或纯电动车，或者其他品牌的燃油车或者电动车，不要买比亚迪的DMI车型,0.992783314,1,1,0,0,0,0,0,1
294,比亚迪的产品力还是不错的，但过份吹捧就变成捧杀了……,0.308338155,0,0,0,0,1,0,0,0
295,比亚迪的车,0.162156131,0,0,1,0,0,0,0,0
296,比亚迪的车啊，说有多好，真说不上，说差可真不是，刚刚好合适普通大众买，什么驾驶感受了，底盘了，普通人真的没那么大感觉，我的宋dmi挺好开,0.963104305,1,1,0,0,0,0,0,1
297,比亚迪的车从买来到现在一共出现大大小小的故障十多次，发动机变速箱漏油三次，最严重的是行驶在平坦的城市道路上固定发动机的螺丝断了一颗，掉了一颗，出现如此严重的安全隐患比亚迪厂家竟然在事发五个多月的时间依旧不处理，车辆至今依旧停在路边，每次打厂家的售后电话就是会记录会反馈，但就是不处理，不晓得比亚迪厂家如此对待一个支持国货的消费者不惭愧吗？不清楚比亚迪厂家是不会觉得消费者的安全远远没有自己的利益重要？@比亚迪 @比亚迪汽车,2.39E-08,0,1,0,0,0,0,0,1
298,比亚迪的车感觉总不对。,0.049177231,0,1,1,0,0,0,0,0
299,比亚迪的车目前喜欢的就海豚和元PLUS,0.718731935,1,0,0,1,0,0,0,0
300,比亚迪的车确实用心选了一圈，发现外观内饰配置都在线的车没有,0.777949077,1,0,1,0,0,0,0,0
301,比亚迪的车怎么样我不知道，因为我没买也没有开过，所以我没什么发言权！但是比亚迪的某些技术入选了清华大学的书籍！还有，取关不至于，但是总觉得你跟以前不一样了，哪不一样，我倒是说不上来,0.983351148,1,1,0,0,0,1,0,0
302,比亚迪的车真的很良心，我的唐不到30万，升降玻璃的感觉只有豪车才有。,0.029577218,0,1,1,0,0,0,0,0
303,比亚迪的大股东是谁？,0.503272058,1,0,1,0,0,0,0,0
304,比亚迪的档杆和大屏设计确实low,0.608974359,1,0,0,0,0,0,1,0
305,比亚迪的刀片电池和广汽埃安的弹匣电池基本同一个时间推出的，看看现在比亚迪烧了多少辆了，埃安推出弹匣电池后烧过吗？,0.088491066,0,1,0,0,1,0,0,0
306,比亚迪的底盘用料等等不行,0.168670963,0,0,0,0,0,0,0,1
307,比亚迪的调调就是不喜欢。蔚来、理想看着就顺眼。,0.336458914,0,0,1,0,0,0,0,0
308,比亚迪的发展是企业脚踏实地努力的结果，怎么让你说的就应该随随便便就世界第三似的？你的价值观真歪,0.313385808,0,0,0,0,0,0,1,0
309,比亚迪的高功率电池，容易坏。,0.310728211,0,0,0,0,1,0,0,0
310,比亚迪的公交车确实属于国内公交车的顶尖，小汽车还是有点不争气,0.556291293,1,0,0,0,0,0,1,0
311,比亚迪的股价应该在茅台那个位置,0.824749933,1,0,1,0,0,0,0,0
312,比亚迪的股票说明它的实力,0.556291293,1,0,0,0,0,0,1,0
313,比亚迪的广告太多了！踏踏实实的吧,0.543770144,1,0,0,0,0,1,0,0
314,比亚迪的精力都用到技术上去了，没有精力再来设计外观和内饰了。,0.797617425,1,0,1,0,0,0,0,0
315,比亚迪的门真的很重，我一个男的都觉得重，但是安全感也是满满的,0.019936832,0,1,1,0,0,0,0,0
316,比亚迪的内饰是真的看着很土,0.18953783,0,0,1,0,0,0,0,0
317,比亚迪的品控根本比不了那几个新势力，比亚迪造了十几年车品控一点进步没有,0.980268,1,1,0,0,0,1,0,0
318,比亚迪的品质做工还是一如既往,0.987812142,1,1,0,0,1,0,0,0
319,比亚迪的前脸 大嘴应该改改 现在看着不好看,0.024202427,0,1,1,0,0,0,0,0
320,比亚迪的确不错靠实力配制说事,0.556291293,1,0,0,0,0,0,1,0
321,比亚迪的确垃圾,0.151037998,0,0,0,0,1,0,0,0
322,比亚迪的确是一台好车，配置高功能好，人里一座直接火化,0.777949077,1,0,1,0,0,0,0,0
323,比亚迪的任何进步都会深深刺痛某些人脆弱的心灵大家应该理解,0.797617425,1,0,1,0,0,0,0,0
324,比亚迪的设计,0.775989351,1,0,0,0,0,0,1,0
325,比亚迪的设计真是一言难尽……,0.667519348,1,0,0,0,0,0,1,0
326,比亚迪的设计总监和吉利差远了，吉利还是有审美的，比亚迪的车审美真的无力，但是现在宋 汉 外观上确实好看多了，但是内饰还是那么老土,0.91319122,1,1,1,0,0,0,0,0
327,比亚迪的事怎么就没人说？ 唐自燃不是很热门吗 然后都在喷不是说刀片电池不会自燃吗,0.900934815,1,1,0,0,1,0,0,0
328,比亚迪的水军就是老虎屁股，摸不得,0.232665476,0,0,0,1,0,0,0,0
329,比亚迪的唐就挺好啊,0.862038576,1,0,1,0,0,0,0,0
330,比亚迪的问题的确很多，售后服务差，品控还存在很大不足，但是它是自主技术率最高的新能源国产车，欣赏它的努力，欣赏它的创新，下一辆车必然是比亚迪！！！,0.980268,1,1,0,0,0,1,0,0
331,比亚迪的销售太牛逼了 差点以为我去给他服务呢,0.171273943,0,0,0,0,1,0,0,0
332,比亚迪的员工都买别克，现代，奇瑞，本田，哈弗，就是不买比亚迪,0.383780866,0,0,0,1,0,0,0,0
333,比亚迪电车不知道不发表意见，发动机是真垃圾，七万公里变速箱坏，发动机漏油都成油泥疙瘩啦,0.005661865,0,1,0,0,0,0,0,1
334,比亚迪电车油门踏板不支持45，46码大脚，卡脚,0.554027532,1,0,0,0,0,1,0,0
335,比亚迪电池，吉利整车！不接受任何反驳,0.814500598,1,0,0,0,1,0,0,0
336,比亚迪电动车就是垃圾不能买自燃,0.182135034,0,0,0,0,1,0,0,0
337,比亚迪吊打碾压超越所有车,0.59994985,1,0,1,0,0,0,0,0
338,比亚迪定价太便宜了，应该200万才对,0.126218211,0,0,1,0,0,0,0,0
339,比亚迪都供不应求了,0.5283759,1,0,1,0,0,0,0,0
340,比亚迪都是网约车哪来的技术绷不住了,0.997876895,1,1,0,0,0,1,0,0
341,比亚迪跺着脚等特斯拉来源新技术,0.090969716,0,1,0,0,0,1,0,0
342,比亚迪反正我不会去看它一眼的,0.339146522,0,0,1,0,0,0,0,0
343,比亚迪感觉和好看的车标有仇，决不设计好看。不知道到底啥毛病,0.608974359,1,0,0,0,0,0,1,0
344,比亚迪刚刚成立的公司就在我娘家村里妈妈还拜托过老板的爸爸去香港买药。,0.999255573,1,1,0,0,0,1,0,0
345,比亚迪刚起来时被黑得还比别人少,0.049177231,0,1,1,0,0,0,0,0
346,比亚迪格局这么小？,0.339146522,0,0,1,0,0,0,0,0
347,比亚迪各方面都二流，懂都懂,0.546990967,1,0,0,0,0,0,1,0
348,比亚迪给狗狗都不开,0.339146522,0,0,1,0,0,0,0,0
349,比亚迪给你多少钱了 自燃解释下,0.019936832,0,1,1,0,0,0,0,0
350,比亚迪给中国争光了，支持国产,0.825576852,1,0,0,0,0,0,0,1
351,比亚迪公关做得好,0.711359035,1,0,1,0,0,0,0,0
352,比亚迪过分吹捧，有点问题也被和谐了；任何品牌都有优点和不足，不用跟他们争论，什么菜老板一副救世主的模样，不负责任的到处乱咬，被他攻击过的人家销量照样嗷嗷叫让他们喷吧,5.44E-05,0,1,0,0,0,0,0,1
353,比亚迪哈哈哈哈哈哈哈哈,0.777949077,1,0,1,0,0,0,0,0
354,比亚迪还没有人说吗？,0.049177231,0,1,1,0,0,0,0,0
355,比亚迪还是换换设计师吧，除了汉，海豚能看，其余系列，都丑,0.708497343,1,0,0,1,0,0,0,0
356,比亚迪还是算了吧,0.579762342,1,0,1,0,0,0,0,0
357,比亚迪还是挺帅的,0.503272058,1,0,1,0,0,0,0,0
358,比亚迪还是需要进步，没有一辆爆款，,0.449177231,0,0,1,0,0,0,0,0
359,比亚迪还算早，我大国企不服,0.18953783,0,0,1,0,0,0,0,0
360,比亚迪还行，没那么多舔狗,0.149177231,0,0,1,0,0,0,0,0
361,比亚迪海豚这波改款玩的6，加价不加量，宣传压根不提入门版配置，没有电动后视镜折叠，座位四六比例放倒，后排扶手，座椅加热，副驾电动调节，23款还减配一把钥匙，这操作，真骚,0.440152845,0,0,0,0,0,0,1,0
362,比亚迪汉，民族骄傲，想成为尊贵的比亚迪车主，可以找我,0.984129986,1,1,0,0,0,0,0,1
363,比亚迪汉，平时充电，偶尔跑个高速，一箱油跑了两千多公里了，反正我是很满意的，基本一个月也就一箱油多点,0.339146522,0,0,1,0,0,0,0,0
364,比亚迪汉dmi 挺好，迈腾换过来的，比迈腾舒服,0.633007581,1,0,1,0,0,0,0,0
365,比亚迪汉dmi试驾过后，让我对国产车有了新的认知,0.929073085,1,1,0,0,0,0,0,1
366,比亚迪汉dmi试驾过后，让我对国产车有了新的认知,0.929073085,1,1,0,0,0,0,0,1
367,比亚迪汉ev，用了一年多，无论外观板正，内饰用料良心且符合我的审美，后来升级了车机电动尾箱，既有油车使用习惯，也有电车的动力，开的猛刹得住，拐个弯超哥车随心所欲，一切安好,0.797617425,1,0,1,0,0,0,0,0
368,比亚迪汉ev车,0.499232439,0,0,1,0,0,0,0,0
369,比亚迪汉EV路过,0.554667646,1,0,1,0,0,0,0,0
370,比亚迪汉EV真的好看,0.890899361,1,0,1,0,0,0,0,0
371,比亚迪汉车主，自己喜欢就好，管他人怎么评价。魏晓丽也不错，存在即合理。,0.992722783,1,1,0,0,0,1,0,0
372,比亚迪汉车主路过点赞,0.94589557,1,1,0,0,0,1,0,0
373,比亚迪汉第二批路过，爱谁谁 不服就就出来溜溜，同价位就是无敌。,0.900326205,1,1,0,0,0,0,0,1
374,比亚迪汉我是真心不推荐，我建议你们还是买比亚迪的燃油车，或纯电动车，或者其他品牌的燃油车或者电动车，不要买比亚迪的DMI车型,0.994439442,1,1,0,0,0,0,0,1
375,比亚迪汉我是真心不推荐，我建议你们还是买比亚迪的燃油车，或纯电动车，或者其他品牌的燃油车或者电动车，不要买比亚迪的DMI车型,0.994439442,1,1,0,0,0,0,0,1
376,比亚迪汉销量那么好，难道别人都是瞎,0.047861692,0,1,0,1,0,0,0,0
377,比亚迪汉一定要买红色。红色的最漂亮,0.737348543,1,0,1,0,0,0,0,0
378,比亚迪汗，说真的是很牛,0.339146522,0,0,1,0,0,0,0,0
379,比亚迪汗确实不错，是多少男士的梦想,0.797617425,1,0,1,0,0,0,0,0
380,比亚迪汗确实很好开，我一台汗一台卡宴,0.094692244,0,1,1,0,0,0,0,0
381,比亚迪豪华，大气,0.920344335,1,1,0,0,0,0,0,1
382,比亚迪好，我买特斯拉,0.149177231,0,0,1,0,0,0,0,0
383,比亚迪好，性价比高,0.953307054,1,1,0,0,0,0,0,1
384,比亚迪好啊，拼音首字母组合还能骂人,0.336458914,0,0,1,0,0,0,0,0
385,比亚迪好不好，我家从比亚迪福莱尔，到比亚迪F3，然后众泰2008，在到15款秦Dm，现在又定了唐Dmi黑色尊荣。一路跟着比亚迪走过来，产品经济实惠！我自认为还是不错。,0.999604793,1,1,0,0,1,0,0,0
386,比亚迪好不好跟吹捧没有关系，跟做车早晚也没关系，人家是自己努力自产自销，不想某些新势力，还没做过车，一上来就造500万的车，东拼西凑，还没学走就学跑,0.001090678,0,1,0,0,0,1,0,0
387,比亚迪好不好真的不需要你来说，销量代表一切,0.379836861,0,0,0,1,0,0,0,0
388,比亚迪好不好众说纷纭，但是什么理想小鹏是真的坑爹，,0.18953783,0,0,1,0,0,0,0,0
389,比亚迪好像没有打压任何品牌，这人点问题。。。。,0.503072373,1,0,0,0,0,0,0,1
390,比亚迪和法系一样两派法黑，法吹相互撕,0.777949077,1,0,1,0,0,0,0,0
391,比亚迪和特斯拉以及华为和苹果，贼有意思，大部分用华为的都看不上特斯拉，用苹果的也看不上比亚迪，而且开特斯拉的很少用华为，开比亚迪的很少用苹果。,0.832400632,1,0,0,0,0,0,1,0
392,比亚迪和慰理鹏的发展思路是完全不一样的。感觉更脚踏实地一点,0.339146522,0,0,1,0,0,0,0,0
393,比亚迪和新势力好像没有什么瓜葛？比亚迪现在的对手是合资品牌吧？,0.226173323,0,0,0,0,0,0,0,1
394,比亚迪和新势力是不一样的消费人群，你这观点太自己，心态不对,0.684448781,1,0,0,0,0,1,0,0
395,比亚迪黑厂,0.503272058,1,0,1,0,0,0,0,0
396,比亚迪黑我见了很多，比其他造车势力都多，可能是信息茧房吧，什么自燃唐什么火烤泰迪，互联网就这样。不过劝人买不买车拿内饰外观说话就很不合理，这是个人审美问题，主观意见不是硬件参数的客观意见，不应该引导。,0.538225045,1,0,1,0,0,0,0,0
397,比亚迪很聪明 停止生产了纯油车 同款比亚迪 油车5-6万 电车15-16万 这十万块的油钱可以把车开到报废还用不完 反过来很多人没发现 15-16万的比亚迪 他要是油车 只值5-6万 你说是不是好车,0.028584028,0,1,0,0,0,1,0,0
398,比亚迪很好 我选择特斯拉,0.592811051,1,0,1,0,0,0,0,0
399,比亚迪很好！那些买BBA的，现在敢买？奔驰漏油，宝马没安全气囊…,0.149177231,0,0,1,0,0,0,0,0
400,比亚迪很好，别问我买不买,0.029577218,0,1,1,0,0,0,0,0
401,比亚迪很好啊，就是有点不好,0.313385808,0,0,0,0,0,0,1,0
402,比亚迪华为，不买不爱国啊,0.890899361,1,0,1,0,0,0,0,0
403,比亚迪会先冒烟。人能走下来。特斯拉失控撞到那里算那里。运气好抬下来。运气不好省火化费了。这肯定找骂的,0.01198738,0,1,1,0,0,0,0,0
404,比亚迪混动，难道不是丰田的？,0.169378162,0,0,0,0,1,0,0,0
405,比亚迪混动能打破能量守恒定律吗？百公里油耗低于四升（官方数据）。王传福说比亚迪的磷酸铁锂电池把自燃从字典里抹去了，这是最高官方了吧？自己用脚想都知道的答案怎么就会有那么大的欺骗性呢？难道只是欢乐表就让你相信了吗？比亚迪混动其实没有什么节能的效果，仅仅是用电能取代了部分油耗而已。因为凡是用电为基础平台的混动在高速时的能耗都是低效率的。,0.052825846,0,1,0,0,1,0,0,0
406,比亚迪火了,0.339146522,0,0,1,0,0,0,0,0
407,比亚迪火了，比亚迪让国人骄傲,0.971033447,1,1,0,0,0,1,0,0
408,比亚迪火了，你没看到吗？,0.021483086,0,1,1,0,0,0,0,0
409,比亚迪火了，中国制造不输外国。,0.830170928,1,0,1,0,0,0,0,0
410,比亚迪吉利长安等国产车始终不敢买，因为从二手车的品质看实在是太差了。燃油车都没品质可言，做电动车就能做好了吗，人家几百年的汽车工业就能被超越了吗,0.378740722,0,0,0,0,1,0,0,0
411,比亚迪技术部特别辣鸡，前期合作要资料，然后要签合同的时候，不签了。面对很多供应商都这样,0.629577218,1,0,1,0,0,0,0,0
412,比亚迪技术牛逼，设计比长安差远了,0.980268,1,1,0,0,0,1,0,0
413,比亚迪进步是蛮大，那也是电池强，整车不咋滴,0.811434003,1,0,0,0,1,0,0,0
414,比亚迪就差个好设计师了,0.394505743,0,0,0,0,0,0,1,0
415,比亚迪就换个明呗。 要不然真的不好意思买。,0.629577218,1,0,1,0,0,0,0,0
416,比亚迪就是庇痒的,0.503272058,1,0,1,0,0,0,0,0
417,比亚迪就是好,0.529494713,1,0,1,0,0,0,0,0
418,比亚迪就是垃圾,0.128442196,0,0,0,0,1,0,0,0
419,比亚迪就是垃圾,0.128442196,0,0,0,0,1,0,0,0
420,比亚迪就是垃圾,0.128442196,0,0,0,0,1,0,0,0
421,比亚迪就是牛逼,0.69515928,1,0,1,0,0,0,0,0
422,比亚迪就是牛逼！,0.69515928,1,0,1,0,0,0,0,0
423,比亚迪就是这样，公司越来越好，做慈善装点门面搞宣传很厉害！高管富得流油，底层员工工资不行，干啥事没有熟人关系寸步难行，离职吧！,0.033832086,0,1,0,0,0,1,0,0
424,比亚迪就是中国第二个华为,0.18953783,0,0,1,0,0,0,0,0
